time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
1.557343,-0.0782330201822,-0.997854502519,-1.18845161541,1.93818472549,0.672267080291,1.02776712788,-0.497776765669,100.0,0.0774660297882,-0.997471007322,1.18883511061,1.94240317266,-0.672650575488,1.02738363269,0.501611717639,93.0420684814
1.557507,-0.0782330201822,-0.997854502519,-1.18845161541,1.93818472549,0.672267080291,1.02776712788,-0.497776765669,100.0,0.0774660297882,-0.997471007322,1.18883511061,1.94240317266,-0.672650575488,1.02738363269,0.501611717639,93.0420684814
1.567698,-0.0782330201822,-0.998237997716,-1.18845161541,1.93818472549,0.671883585094,1.02776712788,-0.497393270472,100.0,0.0778495249852,-0.997471007322,1.18883511061,1.94278666786,-0.671883585094,1.02700013749,0.501228222442,93.0420684814
1.578428,-0.0778495249852,-0.997471007322,-1.18845161541,1.9374177351,0.671883585094,1.02776712788,-0.498543756063,100.0,0.0778495249852,-0.997087512126,1.18883511061,1.94201967746,-0.672267080291,1.02700013749,0.500844727245,93.0420684814
1.587594,-0.0778495249852,-0.997471007322,-1.18845161541,1.9374177351,0.671883585094,1.02776712788,-0.498543756063,100.0,0.0778495249852,-0.997087512126,1.18883511061,1.94201967746,-0.672267080291,1.02700013749,0.500844727245,93.0420684814
1.597665,-0.0786165153791,-0.998237997716,-1.18768462502,1.93933521108,0.672267080291,1.02776712788,-0.497776765669,100.0,0.0782330201822,-0.997471007322,1.18921860581,1.94278666786,-0.672650575488,1.02738363269,0.501228222442,93.0420684814
1.607584,-0.0786165153791,-0.998237997716,-1.18768462502,1.9378012303,0.672650575488,1.02738363269,-0.498543756063,100.0,0.0786165153791,-0.997087512126,1.18921860581,1.94201967746,-0.672650575488,1.02738363269,0.502378708032,93.0420684814
1.617656,-0.0774660297882,-0.997471007322,-1.18806812022,1.9378012303,0.671883585094,1.02815062308,-0.498160260866,100.0,0.0782330201822,-0.997471007322,1.18883511061,1.94240317266,-0.672267080291,1.02700013749,0.500844727245,93.0420684814
1.627628,-0.0774660297882,-0.997471007322,-1.18806812022,1.9378012303,0.671883585094,1.02815062308,-0.498160260866,100.0,0.0782330201822,-0.997471007322,1.18883511061,1.94240317266,-0.672267080291,1.02700013749,0.500844727245,93.0420684814
1.637878,-0.0790000105761,-0.997471007322,-1.18806812022,1.9378012303,0.672650575488,1.02815062308,-0.498543756063,100.0,0.0786165153791,-0.997854502519,1.18768462502,1.94201967746,-0.672267080291,1.02700013749,0.501995212836,93.0420684814
1.647660,-0.0786165153791,-0.997471007322,-1.18845161541,1.93818472549,0.672267080291,1.02815062308,-0.498160260866,100.0,0.0782330201822,-0.997854502519,1.18883511061,1.94201967746,-0.672267080291,1.02738363269,0.501611717639,93.0420684814
1.664501,-0.0782330201822,-0.997471007322,-1.18806812022,1.93895171589,0.673034070685,1.02776712788,-0.498160260866,100.0,0.0782330201822,-0.997471007322,1.18883511061,1.94201967746,-0.673034070685,1.02700013749,0.501995212836,93.0420684814
1.668235,-0.0782330201822,-0.997471007322,-1.18806812022,1.93895171589,0.673034070685,1.02776712788,-0.498160260866,100.0,0.0782330201822,-0.997471007322,1.18883511061,1.94201967746,-0.673034070685,1.02700013749,0.501995212836,93.0420684814
1.677776,-0.0770825345912,-0.997854502519,-1.18883511061,1.93818472549,0.672267080291,1.02738363269,-0.497776765669,100.0,0.0778495249852,-0.997087512126,1.18883511061,1.94240317266,-0.671883585094,1.02700013749,0.501611717639,93.0420684814
