time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
1.024446,-0.0786165153791,-0.997854502519,-1.18806812022,1.93856822069,0.669966109109,1.02815062308,-0.498543756063,100.0,0.367388398699,-1.18615064423,0.936111775807,1.94892259101,-0.494708804093,0.969092362747,0.732092331018,95.6239852905
1.024512,-0.0786165153791,-0.997854502519,-1.18806812022,1.93856822069,0.669966109109,1.02815062308,-0.498543756063,100.0,0.367388398699,-1.18615064423,0.936111775807,1.94892259101,-0.494708804093,0.969092362747,0.732092331018,95.6239852905
1.036254,-0.0790000105761,-0.999388483307,-1.18768462502,1.93933521108,0.6711165947,1.02815062308,-0.498543756063,100.0,0.368538884289,-1.18423316825,0.936111775807,1.94853909581,-0.494325308896,0.969092362747,0.732092331018,95.6239852905
1.045115,-0.0782330201822,-0.99900498811,-1.18768462502,1.93856822069,0.670733099503,1.02776712788,-0.498160260866,100.0,0.368155389092,-1.18538365384,0.935344785413,1.94853909581,-0.495475794487,0.969092362747,0.732092331018,95.6239852905
1.056200,-0.0786165153791,-0.999388483307,-1.18768462502,1.93971870628,0.669966109109,1.02853411828,-0.498543756063,100.0,0.368538884289,-1.18538365384,0.935344785413,1.94853909581,-0.494325308896,0.96870886755,0.732092331018,95.6239852905
1.064970,-0.0786165153791,-0.999388483307,-1.18768462502,1.93971870628,0.669966109109,1.02853411828,-0.498543756063,100.0,0.368538884289,-1.18538365384,0.935344785413,1.94853909581,-0.494325308896,0.96870886755,0.732092331018,95.6239852905
1.074609,-0.0790000105761,-0.99900498811,-1.18768462502,1.94048569668,0.6711165947,1.02815062308,-0.498160260866,100.0,0.367771893896,-1.18538365384,0.935344785413,1.94853909581,-0.494325308896,0.969092362747,0.732092331018,95.6239852905
1.084987,-0.0786165153791,-0.999771978504,-1.18806812022,1.93895171589,0.6711165947,1.02853411828,-0.498543756063,100.0,0.368538884289,-1.18576714904,0.936495271004,1.94815560061,-0.494708804093,0.96870886755,0.731708835821,95.6239852905
1.094648,-0.0782330201822,-0.99900498811,-1.18768462502,1.93856822069,0.670733099503,1.02853411828,-0.498160260866,100.0,0.368538884289,-1.18384967305,0.936495271004,1.94892259101,-0.49509229929,0.96870886755,0.733626311806,95.6239852905
1.104772,-0.0778495249852,-0.99900498811,-1.18806812022,1.93971870628,0.6711165947,1.02853411828,-0.497393270472,100.0,0.367388398699,-1.18500015864,0.93572828061,1.94815560061,-0.494708804093,0.969092362747,0.732859321412,95.6239852905
1.114636,-0.0790000105761,-0.998621492913,-1.18806812022,1.93895171589,0.669966109109,1.02853411828,-0.498543756063,100.0,0.368155389092,-1.18653413943,0.934961290216,1.94853909581,-0.494325308896,0.969475857944,0.731708835821,95.6239852905
1.124769,-0.0782330201822,-0.999388483307,-1.18806812022,1.93933521108,0.6711165947,1.02853411828,-0.497776765669,100.0,0.367388398699,-1.18653413943,0.93572828061,1.94853909581,-0.494708804093,0.96870886755,0.733626311806,95.6239852905
1.135008,-0.0786165153791,-0.99900498811,-1.18768462502,1.93895171589,0.670349604306,1.02815062308,-0.497776765669,100.0,0.367771893896,-1.18576714904,0.936111775807,1.94777210542,-0.494708804093,0.969092362747,0.733242816609,95.6239852905
1.145110,-0.0782330201822,-0.999388483307,-1.18768462502,1.93971870628,0.670733099503,1.02815062308,-0.498543756063,100.0,0.368538884289,-1.18576714904,0.936111775807,1.94815560061,-0.494708804093,0.96870886755,0.733242816609,95.6239852905
1.154683,-0.0793835057731,-0.99900498811,-1.18768462502,1.93856822069,0.669966109109,1.02738363269,-0.498160260866,100.0,0.368155389092,-1.18653413943,0.936111775807,1.94815560061,-0.494708804093,0.969092362747,0.731325340624,95.6239852905
